Name,Address,City State,ZIP,Number of Sites,Url,latitude,longitude
West Town Mobile Home Park,"2044 West Galena Avenue,","Freeport, IL",61032.0,55,https://www.mhvillage.com/parks/11431,42.3039447,-89.6521419
Paradise Park,"11122 Station Street,","Garden Prairie, IL",61038.0,270,https://www.mhvillage.com/parks/105900,42.2542267,-88.7211657
Griffiths Mobile Home Park,"4255 West Blanding Road,","Hanover, IL",61041.0,Not found,https://www.mhvillage.com/parks/10667,42.2510886,-90.2960935
Woodland Valley Courts,"1042 W Rush Rd,","Hanover, IL",61041.0,Not found,https://www.mhvillage.com/parks/57872,42.206342,-90.2331947
Mt. Morris Estates MHP LLC,"3747 West Il Route 64,","Mount Morris, IL",61054.0,171,https://www.mhvillage.com/parks/11127,42.03965708,-89.40629304
Six Oaks Manufactured Home Community,"16260 W State Rd,","Pecatonica, IL",61063.0,Not found,https://www.mhvillage.com/parks/106834,42.28642236,-89.3543531
Oak Lawn Mobile Home Park,"13011 Office Drive,","Poplar Grove, IL",61065.0,180,https://www.mhvillage.com/parks/10169,41.820945,-87.9794852
River Road Mobile Home Park,"4500 East River Road,","Ridott, IL",61067.0,Not found,https://www.mhvillage.com/parks/11434,42.31103035,-89.52624616
Shangri La Mobile Home Park,"10978 East Fisher Road,","Rochelle, IL",61068.0,165,https://www.mhvillage.com/parks/11133,41.9186719,-89.1327194
Town & Country Mobile Home Park,"800 Treatment Plant Road,","Rochelle, IL",61068.0,30,https://www.mhvillage.com/parks/11134,41.912802,-89.06965
Rolling Green Estates,"100 N Rolling Green Lane,","Rochelle, IL",61068.0,86,https://www.mhvillage.com/parks/11132,41.937329,-89.105673
Country Acres Mobile Manor,"1600 Riverdale Road,","Rock Falls, IL",61071.0,106,https://www.mhvillage.com/parks/11548,41.76590936,-89.73326104
Sauk Valley Estates,"1507 W Rock Falls Rd,","Rock Falls, IL",61071.0,21,https://www.mhvillage.com/parks/127088,41.771842,-89.710647
East Z Living Mobile Home Park,"1507 W Route 30,","Rock Falls, IL",61071.0,Not found,https://www.mhvillage.com/parks/106918,41.77185103,-89.7105257
Riverside Mobile Estates,"901 Regan Road,","Rock Falls, IL",61071.0,400,https://www.mhvillage.com/parks/11552,41.7746257,-71.1491557
Big Elm Mobile Home Park,"502 Beech Street,","Savanna, IL",61074.0,88,https://www.mhvillage.com/parks/10184,42.0837659,-90.1240388
Cordial Court Mobile Home Park,"226 Townline Ave Lot 3B,","South Beloit, IL",61080.0,40,https://www.mhvillage.com/parks/11644,42.49451976,-89.0617864
South Bluff Homes,"666 South Bluff Street,","South Beloit, IL",61080.0,221,https://www.mhvillage.com/parks/11646,37.6762266,-97.2895909
Northgate Estates,"236 Fischer Road,","South Beloit, IL",61080.0,Not found,https://www.mhvillage.com/parks/11645,43.1819008,-88.9752887
Woodlawn Trailer Court,"1501 West 4th Street,","Sterling, IL",61081.0,Not found,https://www.mhvillage.com/parks/11554,41.7905582,-89.7184315
Meridian Manor Mobile Home Park,"7058 East Il Route 72,","Stillman Valley, IL",61084.0,38,https://www.mhvillage.com/parks/11136,42.10913915,-89.19901214
Country Air Mobile Home Estates,"410 South Simmons Street,","Stockton, IL",61085.0,44,https://www.mhvillage.com/parks/10669,42.3485989,-90.0009508
J & J Mobile Home Park,"240 E Carpenter Ave,","Stockton, IL",61085.0,Not found,https://www.mhvillage.com/parks/57680,40.3749518,-76.298277
Zink's Country Court,"531 E Front Ave,","Stockton, IL",61085.0,Not found,https://www.mhvillage.com/parks/107050,42.3499202,-90.0006332
Green Meadows Estates,"4650 South Main Street,","Rockford, IL",61102.0,384,https://www.mhvillage.com/parks/11629,42.2139569,-89.1086317
Green Meadows Estates,"3263 Aquamarine Dr,","Rockford, IL",61102.0,Not found,https://www.mhvillage.com/parks/98849,42.2106845,-89.1009729
Riverview Mobile Home Park,"2530 S Main St,","Rockford, IL",61102.0,96,https://www.mhvillage.com/parks/11638,42.2446361,-89.1096609
Clark's Mobile Home Park,"1500 Linda Avenue,","Rockford, IL",61102.0,36,https://www.mhvillage.com/parks/11628,44.087907,-123.0899442
Ann's Mobile Home Park,"3113 South Main Street,","Rockford, IL",61102.0,Not found,https://www.mhvillage.com/parks/11623,42.2372803,-89.1088526
Cecka Mobile Home Park,"7945 South Main Street,","Rockford, IL",61102.0,Not found,https://www.mhvillage.com/parks/11627,42.2429347,-89.1100446
Rockford Mobile Home Park,"1028 Blue Lake Avenue,","Rockford, IL",61102.0,Not found,https://www.mhvillage.com/parks/11639,29.0424509,-81.2780698
Bill-Mar Heights,"4846 11th Street,","Rockford, IL",61109.0,70,https://www.mhvillage.com/parks/11626,42.2243613,-89.0722766
Mancuso Village Park,"7358 Rydberg Drive,","Rockford, IL",61109.0,130,https://www.mhvillage.com/parks/11632,40.9986866,-78.1652055
"Family Manufactured Home Community, LLC","1418 Sandy Hollow Road,","Rockford, IL",61109.0,55,https://www.mhvillage.com/parks/11622,42.2239056,-89.074712
Maple Leaf Mobile Home Park,"2114 Windsor Road,","Loves Park, IL",61111.0,Not found,https://www.mhvillage.com/parks/11618,42.3256478,-89.0256766
Forest View,"11707 North 2nd Street,","Machesney Park, IL",61115.0,331,https://www.mhvillage.com/parks/104511,42.3861555,-89.0182669
Bel-rock Mobile Home Park,"1520 Glen Forest Drive,","Machesney Park, IL",61115.0,Not found,https://www.mhvillage.com/parks/36902,34.8532353,-82.3419331
Phil-Aire Estates,"917 Glen Forest Drive,","Machesney Park, IL",61115.0,Not found,https://www.mhvillage.com/parks/36471,42.387578,-89.0294593
Rainbow Lane Mobile Home Court,"9305 North 2nd Street,","Machesney Park, IL",61115.0,Not found,https://www.mhvillage.com/parks/11637,42.3619086,-89.038649
"COCR Castle MHP, LLC Rock Island","2300 79th Avenue West,","Rock Island, IL",61201.0,129,https://www.mhvillage.com/parks/11227,41.441236,-90.60021
Shady Acres Mobile Home Park,"403 Sycamore St.,","Albany, IL",61230.0,48,https://www.mhvillage.com/parks/11539,41.7862646,-90.21295943
Hes Mobile Home Park,"709 North College Lane,","Aledo, IL",61231.0,9,https://www.mhvillage.com/parks/11694,29.220361,-99.7680487
Whitehouse Mobile Home Park,"109 South Pearl Street,","Atkinson, IL",61235.0,25,https://www.mhvillage.com/parks/37543,30.3264927,-81.6631273
River Oaks Mobile Home Park,"14415 Barstow Road,","Barstow, IL",61236.0,50,https://www.mhvillage.com/parks/11202,41.2876995,-70.1468712
Whispering Hills,"905 East 3rd Ave,","Coal Valley, IL",61240.0,50,https://www.mhvillage.com/parks/11671,41.4499749,-90.4512548
Candlelight MHP,"1503 West 1st Avenue,","Coal Valley, IL",61240.0,451,https://www.mhvillage.com/parks/11203,25.8354424,-80.2837311
Kershaw Mobile Home Park,"605 W 1st Ave,","Colona, IL",61241.0,108,https://www.mhvillage.com/parks/10577,41.4837044,-90.3664788
Willow Haven Mobile Home Community,"1400 Cleveland Rd,","Colona, IL",61241.0,110,https://www.mhvillage.com/parks/10579,41.4865341,-90.3350462
Mississippi Manufactured Housing Community,"830 1st Avenue,","East Moline, IL",61244.0,201,https://www.mhvillage.com/parks/11208,41.526507,-90.444554
Village on the Avenue,"1040 42nd Avenue,","East Moline, IL",61244.0,Not found,https://www.mhvillage.com/parks/11209,42.2098788,-89.0806477
Dunbar Mobile Home Park,"1214 12th St,","Erie, IL",61250.0,Not found,https://www.mhvillage.com/parks/107130,41.6609633,-90.0782902
East Street Mobile Home Park,"11th St &Amp; E St,","Erie, IL",61250.0,Not found,https://www.mhvillage.com/parks/107396,41.65872799,-90.07980462
"Fulton MHP and Self Storage MHC, LLC","518 24th Ave,","Fulton, IL",61252.0,77,https://www.mhvillage.com/parks/11543,41.8552691,-90.1637275
Green Acres Mobile Estates,"37 Green Acres,","Geneseo, IL",61254.0,39,https://www.mhvillage.com/parks/10581,37.8581222,-122.0878363
Maple City Mobile Home Park,"1 Maple City Trailer Ct,","Geneseo, IL",61254.0,39,https://www.mhvillage.com/parks/10582,41.4468505,-90.164244
Hillsdale Estates,"700 Jackson St,","Hillsdale, IL",61257.0,Not found,https://www.mhvillage.com/parks/106784,41.6088923,-90.1715996
Sun Retreats Rock River,"3333 290th Street North,","Hillsdale, IL",61257.0,489,https://www.mhvillage.com/parks/105837,41.5490556,-90.2173457
Joy Trailer Park,"E Edwards And Drury St,","Joy, IL",61260.0,Not found,https://www.mhvillage.com/parks/107052,41.20101544,-90.87712959
Valley Vista Estates,"9581 Pine Drive,","Lyndon, IL",61261.0,100,https://www.mhvillage.com/parks/11545,41.7229979,-89.9130323
Woodland Mobile Home Park,"1511 Coyne Center Road,","Milan, IL",61264.0,248,https://www.mhvillage.com/parks/11222,41.4084384,-90.5672508
High Cliff Estates,"1701 2nd Street East,","Milan, IL",61264.0,224,https://www.mhvillage.com/parks/11217,41.434506,-90.566187
Paradise Manor Mobile Estates,"8619 Knoxville Road,","Milan, IL",61264.0,78,https://www.mhvillage.com/parks/11220,32.7738154,-83.82834
Airview Mobile Home Park,"5111 78th Avenue,","Milan, IL",61264.0,126,https://www.mhvillage.com/parks/11213,41.44090391,-90.52314401
Mill Creek Mobile Home Park,"730 1st Avenue East,","Milan, IL",61264.0,Not found,https://www.mhvillage.com/parks/11218,33.8355199,-84.8422323
Oak Grove Mobile Home Park,"10620 1st Street West,","Milan, IL",61264.0,Not found,https://www.mhvillage.com/parks/11219,41.4134402,-90.5708944
Shady Lane Mobile Home Park,"652 10th Avenue West,","Milan, IL",61264.0,Not found,https://www.mhvillage.com/parks/11221,33.5182445,-86.8478806
Cloverleaf Village,"4515 34th Street,","Moline, IL",61265.0,291,https://www.mhvillage.com/parks/11223,41.4686443,-90.4910291
L and G Mobile Home Park,"3814 29th Street,","Moline, IL",61265.0,Not found,https://www.mhvillage.com/parks/57813,41.4747696,-90.4976885
Honeycutt Hill Mobile Home Park,"13964 Round Grove Rd,","Morrison, IL",61270.0,Not found,https://www.mhvillage.com/parks/106858,41.7861266,-89.8721293
Falcon Farms,"2507 214th Street North,","Port Byron, IL",61275.0,215,https://www.mhvillage.com/parks/11678,41.5399784,-90.3255428
Silvis Heights MHP,"1309 1st St,","Silvis, IL",61282.0,Not found,https://www.mhvillage.com/parks/107080,41.4962558,-90.4247021
Blossom Mobile Home Park,"2705 Saint Vincents Avenue,","La Salle, IL",61301.0,60,https://www.mhvillage.com/parks/10742,41.3561942,-89.0965042
The Meadows,"16 West Wasson,","Amboy, IL",61310.0,95,https://www.mhvillage.com/parks/10837,41.7222883,-89.3350003
O'Connell's RV Resort,"970 Green Wing Road,","Amboy, IL",61310.0,636,https://www.mhvillage.com/parks/10838,41.7260463,-89.2672784
Hilltop Mobile Home Court,"235 North Rock Island Stret,","Bureau, IL",61315.0,Not found,https://www.mhvillage.com/parks/10172,41.28991467,-89.36489996
Oak Park Estates,"218 School Road,","Granville, IL",61326.0,150,https://www.mhvillage.com/parks/11171,41.26325533,-89.23127851
Belle Aire Estates,"823 Belle Aire Street,","Marseilles, IL",61341.0,73,https://www.mhvillage.com/parks/10745,33.4165767,-91.0496864
Whispering Pines Campground,"2776 East 2625th Road,","Marseilles, IL",61341.0,Not found,https://www.mhvillage.com/parks/10744,41.335765,-88.664347
Mendota Mobile Home Park,"111 South 13th Avenue,","Mendota, IL",61342.0,75,https://www.mhvillage.com/parks/10752,41.5404483,-89.124833
Oglesby MHC,"641 W Walnut St,","Oglesby, IL",61348.0,40,https://www.mhvillage.com/parks/10753,41.2949713,-89.0694547
The Oaks,"312 California Ave,","Oglesby, IL",61348.0,Not found,https://www.mhvillage.com/parks/57772,41.2976791,-89.0541135
Starlight Mobile Home Park,"1931 Champlain St,","Ottawa, IL",61350.0,20,https://www.mhvillage.com/parks/10134,45.5102285,-75.2029341
Ottawa Estates Mobile Home Park,"1570 N 30th Rd Unit O,","Ottawa, IL",61350.0,100,https://www.mhvillage.com/parks/10761,41.36863745,-88.85216994
Kings Mobile Home Court,"1001 Evans St,","Ottawa, IL",61350.0,Not found,https://www.mhvillage.com/parks/57762,41.3612263,-88.8545803
Thrush Mobile Home Park,"1626 Columbus St,","Ottawa, IL",61350.0,Not found,https://www.mhvillage.com/parks/57759,29.97128,-90.0675964
Hillview Mobile Home Park,"333 Hillview Drive,","Princeton, IL",61356.0,78,https://www.mhvillage.com/parks/11662,38.0904026,-85.7605059
The Grove Mobile Home Pak,"Briar Lane,","Princeton, IL",61356.0,43,https://www.mhvillage.com/parks/10175,51.3661751,-0.023259
Maple Acres Mobile Home Park,"2137 Westmore Drive,","Princeton, IL",61356.0,99,https://www.mhvillage.com/parks/10177,35.3177346,-97.5197098
Country Acres Estates,"2464 East 29th Road,","Seneca, IL",61360.0,125,https://www.mhvillage.com/parks/10767,41.1046606,-97.8347898
Green Tree Mobile Home Park,"430 Crotty Ln,","Seneca, IL",61360.0,Not found,https://www.mhvillage.com/parks/106876,41.3188071,-88.613181
Carriage Lane Estates,"1913 Barr Street,","Streator, IL",61364.0,134,https://www.mhvillage.com/parks/10776,41.0681365,-85.1348151
Independence Mh Community,"427 W Frech St,","Streator, IL",61364.0,15,https://www.mhvillage.com/parks/57677,41.1399703,-88.8417711
North Gate Mh Park,"1732 N Baker St,","Streator, IL",61364.0,Not found,https://www.mhvillage.com/parks/57678,33.7605473,-117.8826124
Southtown,"1814 Carr St,","Streator, IL",61364.0,Not found,https://www.mhvillage.com/parks/107318,29.7777914,-95.3448087
Kimberly Terrace,"3053 Grand Ave.,","Galesburg, IL",61401.0,129,https://www.mhvillage.com/parks/10729,40.9398889,-90.3437971
Country Elms,"654 Us Highway 150 E.,","Galesburg, IL",61401.0,177,https://www.mhvillage.com/parks/10728,35.0944629,-85.6315981
Century Mobile home Estates,"701 Wisconsin Avenue,","Galesburg, IL",61401.0,Not found,https://www.mhvillage.com/parks/10726,41.615839,-93.610062
Country Air Mobile Park,"835 Wisconsin Avenue,","Galesburg, IL",61401.0,Not found,https://www.mhvillage.com/parks/10727,42.7433068,-84.5630781
Swing's Mobile Estates,"2135 Swing Boulevard,","Galesburg, IL",61401.0,Not found,https://www.mhvillage.com/parks/10733,40.9306237,-90.4037946
Sandburg Lake Estates,"80 Herring Avenue,","Galesburg, IL",61401.0,200,https://www.mhvillage.com/parks/10732,31.5740972,-97.1463975
Rolling Meadows Mobile Home Park,"301 East Street,","Abingdon, IL",61410.0,72,https://www.mhvillage.com/parks/10724,40.801443,-90.394249
Bushnell Country Gardens,"601 E Osborne St,","Bushnell, IL",61422.0,64,https://www.mhvillage.com/parks/27867,40.553696,-90.498563
Sentry Estates,"921 SE 2nd St,","Galva, IL",61434.0,Not found,https://www.mhvillage.com/parks/57897,41.7302698,-93.5838779
Reecy's Mobile Home Park,"835 West 6th Street,","Kewanee, IL",61443.0,100,https://www.mhvillage.com/parks/10584,30.2705392,-97.752351
Southwind Mobile Estates,"602 Cole Street,","Kewanee, IL",61443.0,72,https://www.mhvillage.com/parks/10585,39.5665958,-76.0730516
East Main Trailer Park,"1008 E Main St,","Knoxville, IL",61448.0,Not found,https://www.mhvillage.com/parks/57847,40.9078215,-90.2642614
Kiljordan Meadows,"1601 East Jackson Street,","Macomb, IL",61455.0,173,https://www.mhvillage.com/parks/11034,40.4587282,-90.6694754
Greenview Estates Mobile Home Park,"1400 South Johnson Street,","Macomb, IL",61455.0,79,https://www.mhvillage.com/parks/11031,35.1981055,-101.831644
Country Aire Estates,"9825 Us Highway 136,","Macomb, IL",61455.0,50,https://www.mhvillage.com/parks/11029,40.44953311,-90.71746014
Derry's Mobile Home Court,"1513 East Jackson Street,","Macomb, IL",61455.0,Not found,https://www.mhvillage.com/parks/11030,33.4450721,-112.0495359
Heaps Mobile Home Park,"1718 W Jackson St,","Macomb, IL",61455.0,Not found,https://www.mhvillage.com/parks/57832,40.4592191,-90.698877
Moon Valley Mobile Park,"836 N Randolph St,","Macomb, IL",61455.0,Not found,https://www.mhvillage.com/parks/57831,39.9673791,-75.1465106
Raintree Mobile Home Park,"48 Raintree Trailer Court,","Macomb, IL",61455.0,Not found,https://www.mhvillage.com/parks/11038,40.45125686,-90.6867675
Shade Tree Village Mobile Home Park,"1507 East Jackson Street,","Macomb, IL",61455.0,Not found,https://www.mhvillage.com/parks/11028,33.4450705,-112.049648
Washington Park MHP,"1215 E Washington St,","Macomb, IL",61455.0,Not found,https://www.mhvillage.com/parks/106992,40.4573646,-90.6559959
Western Mobile Home Park,"821 South Ward Street,","Macomb, IL",61455.0,Not found,https://www.mhvillage.com/parks/11039,35.2534972,-81.181236
E-Z Mobile Home Park,"1302 South Main Street,","Monmouth, IL",61462.0,20,https://www.mhvillage.com/parks/11519,40.8972351,-90.6487414
Cokel's Mobile Home Park,"1020 West 6th Avenue,","Monmouth, IL",61462.0,Not found,https://www.mhvillage.com/parks/11518,32.0884427,-96.4730665
Shady Lakes Campground,"3355 75Thâ Ave,","New Windsor, IL",61465.0,342,https://www.mhvillage.com/parks/128140,41.17313065,-90.44859086
W J Mobile Home Park,"524 E Jefferson St,","Toulon, IL",61483.0,Not found,https://www.mhvillage.com/parks/57663,41.0927608,-89.8571736
Esquire Estates Mobile Home Park,"1 Esquire Est,","Brimfield, IL",61517.0,Not found,https://www.mhvillage.com/parks/11145,45.4708909,-75.5237788
Woodland Hills Land Lease Community,"1100 W Locust St.,","Canton, IL",61520.0,131,https://www.mhvillage.com/parks/10534,40.56032,-90.060864
Five Sisters Trailer Park,"205 N Ave I,","Canton, IL",61520.0,Not found,https://www.mhvillage.com/parks/10527,40.5582086,-90.0571686
Lake Drive Mobile Home Park,"1648 East Chestnut Street,","Canton, IL",61520.0,Not found,https://www.mhvillage.com/parks/10531,40.5569803,-90.0083771
Lake Drive Park,"24387 N Carver Rd,","Canton, IL",61520.0,Not found,https://www.mhvillage.com/parks/58054,40.5446159,-89.9909861
Wagon Wheel Mobile Home Ranch,"900 W Walnut St,","Canton, IL",61520.0,Not found,https://www.mhvillage.com/parks/58053,40.55202966,-90.05610347
Pinewood Estates,"100 Pinewood Estates,","Chillicothe, IL",61523.0,206,https://www.mhvillage.com/parks/11141,44.580453,-72.604982
Chillicothe Mobile Home Park,"611 W Matthew St,","Chillicothe, IL",61523.0,37,https://www.mhvillage.com/parks/11140,40.92978485,-89.49006076
Davis' Mobile Home Park,"1513 N 4th St,","Chillicothe, IL",61523.0,Not found,https://www.mhvillage.com/parks/11137,40.9260324,-89.4862654
Maplewood Mobile Estates,"1100 W Sturgeon Ln,","Chillicothe, IL",61523.0,Not found,https://www.mhvillage.com/parks/57996,40.9241738,-89.4991014
Northtown Mobile Home Park,"1706 N Santa Fe Ave,","Chillicothe, IL",61523.0,Not found,https://www.mhvillage.com/parks/11139,36.1787997,-96.0089094
Enchanted Gardens,"508 Reagan Drive,","Eureka, IL",61530.0,144,https://www.mhvillage.com/parks/11655,40.241827,-79.4499145
sold,"101 W. Pearl St.,","Farmington, IL",61531.0,55,https://www.mhvillage.com/parks/10538,40.703678,-90.007054
Autumn Ridge Estates,"420 Abens Ave,","Henry, IL",61537.0,57,https://www.mhvillage.com/parks/11010,41.0940234,-89.4017934
Washington Square Mhc Inc,"900 Washington St,","Lacon, IL",61540.0,33,https://www.mhvillage.com/parks/70201,41.0167391,-89.4115007
EEE Mobile Village,"16088 E Us 24 Highway,","Lewistown, IL",61542.0,Not found,https://www.mhvillage.com/parks/107042,40.39391492,-90.14183923
Maple Crest Subdivision,"Cr 800,","Manito, IL",61546.0,300,https://www.mhvillage.com/parks/11018,33.5121068,-81.4469259
Broadview Communities Lake Wildwind,"103 Hollyhock Lane,","Metamora, IL",61548.0,140,https://www.mhvillage.com/parks/11658,36.1736091,-115.1768938
Tuckaway Village,"212 Anker Lane,","Germantown Hills, IL",61548.0,107,https://www.mhvillage.com/parks/30090,40.766233,-89.476476
Edgewood Terrace,"24150 Veterans Road,","Morton, IL",61550.0,124,https://www.mhvillage.com/parks/11445,40.6617611,-89.5040048
Oak Lawn Estates,"3000 West Jackson Street,","Morton, IL",61550.0,470,https://www.mhvillage.com/parks/86,40.6142873,-89.4615737
Pekin Trailer Court,"1810 North 8th Street,","Pekin, IL",61554.0,Not found,https://www.mhvillage.com/parks/11449,40.5857372,-89.6409842
Northwest Mh Park,"217 N Stanton St,","Princeville, IL",61559.0,Not found,https://www.mhvillage.com/parks/57738,45.5438053,-122.6684667
Deluxe Lake Estates,"338 North Amy Dr.,","Bellevue, IL",61604.0,131,https://www.mhvillage.com/parks/28560,40.6913769,-89.6874605
Royal Oaks Estates,"2109 N Abbey Circle,","Peoria, IL",61604.0,585,https://www.mhvillage.com/parks/11149,40.71322581,-89.64686011
Four Seasons,"208 N Apple Blossom,","Peoria, IL",61604.0,215,https://www.mhvillage.com/parks/11146,35.0551301,-92.4619237
Wandering Springs,"2900 W Farmington Rd,","West Peoria, IL",61604.0,98,https://www.mhvillage.com/parks/57627,40.7040397,-89.6383797
Cedar Ridge Village,"701 Fischer Road,","Creve Coeur, IL",61610.0,340,https://www.mhvillage.com/parks/11435,40.6342963,-89.6003474
Mill Point,"310 Ash Lane,","East Peoria, IL",61611.0,80,https://www.mhvillage.com/parks/11648,39.2365755,-94.9059269
Springfield Court,"2506 Springfield Rd #8,","East Peoria, IL",61611.0,Not found,https://www.mhvillage.com/parks/107352,40.63367202,-89.55572937
Broadview Estates East Peoria,"1085 Spring Bay Road,","East Peoria, IL",61611.0,148,https://www.mhvillage.com/parks/11439,40.7435129,-89.5222694
Bluff Street Mobile Home Manor,"300 West Bluff Street,","East Peoria, IL",61611.0,Not found,https://www.mhvillage.com/parks/11436,40.666689,-89.5469243
Fairview Mobile Home Park,"108 Fairview Avenue,","East Peoria, IL",61611.0,Not found,https://www.mhvillage.com/parks/11438,40.6679369,-89.5697458
Golden Valley Mobile Home Park,"1449 Meadow Avenue,","East Peoria, IL",61611.0,Not found,https://www.mhvillage.com/parks/37022,44.9945461,-122.7570862
Hiatt's Hide-Away,"119 Hiatt Ln,","East Peoria, IL",61611.0,Not found,https://www.mhvillage.com/parks/106688,36.3289036,-81.4279926
Wagon Wheel Mobile Home Park,"800 Bloomington Road,","East Peoria, IL",61611.0,Not found,https://www.mhvillage.com/parks/11440,43.9684364,-79.4336875
Royal Highlander MHC,"826 West Inverness Street,","Peoria, IL",61615.0,279,https://www.mhvillage.com/parks/11153,40.7912081,-89.605629
Mt Hawley Mobile Home Park,"8327 North Knoxville Avenue,","Peoria, IL",61615.0,Not found,https://www.mhvillage.com/parks/11151,40.7901326,-89.6044476
Grandview Estates,"39 Dennis Drive,","Bloomington, IL",61701.0,191,https://www.mhvillage.com/parks/11052,42.3520361,-72.5221609
Maple Grove Estates,"1212 Epsilon Street,","Bloomington, IL",61701.0,218,https://www.mhvillage.com/parks/11056,29.6383701,-95.1902857
Prairieland Estates Mobile Home Community,"31 Cornflower Lane,","Bloomington, IL",61701.0,103,https://www.mhvillage.com/parks/27866,40.8634658,-73.3013593
Willow Creek North Mobile Home Park,"40 Canada Ln,","Bloomington, IL",61701.0,120,https://www.mhvillage.com/parks/11061,40.469225,-89.020131
Twin City Estates,"2317 Springfield Road,","Bloomington, IL",61701.0,Not found,https://www.mhvillage.com/parks/31781,40.453137,-89.012182
Greenwood Terrace,"104 Greenwood Ave,","Bloomington, IL",61704.0,97,https://www.mhvillage.com/parks/11053,39.9863909,-83.0073435
Alexander Estates,"Alexander Road,","Bloomington, IL",61704.0,330,https://www.mhvillage.com/parks/11051,51.5624051,-0.1222617
Cardinal Ridge,"2402 22nd Street,","Bloomington, IL",61704.0,364,https://www.mhvillage.com/parks/11060,40.4474736,-88.9871034
Prairie Place,"3710 Daffodil Drive,","Bloomington, IL",61704.0,38,https://www.mhvillage.com/parks/31415,34.1085696,-84.6034813
Hilltop Mobile Home Park,"1902 South Main Street,","Bloomington, IL",61704.0,557,https://www.mhvillage.com/parks/11055,40.458365,-88.9926869
Hillcrest Mobile Manor,"122 Greenwood Ave,","Bloomington, IL",61704.0,80,https://www.mhvillage.com/parks/11054,39.9863993,-83.0074943
South Park,"Grace Dr,","Bloomington, IL",61704.0,38,https://www.mhvillage.com/parks/129761,51.4632041,-2.4878069
Meadows Of Bloomington,"102 Filbert Drive,","Bloomington, IL",61705.0,190,https://www.mhvillage.com/parks/11057,42.0241792,-88.1572334
Sherman's Mh Court,"600 Sixth St,","Atlanta, IL",61723.0,21,https://www.mhvillage.com/parks/10865,28.6702825,-81.4987619
Autumn Oaks,"507 Hoselton Dr.,","Chenoa, IL",61726.0,100,https://www.mhvillage.com/parks/11693,40.7426078,-88.7320141
All Seasons,"104 Enterprise Dr,","Chenoa, IL",61726.0,Not found,https://www.mhvillage.com/parks/106788,62.4263155,-114.4238283
Huffman Mobile Home Park,"Rural Route #Q,","Midland City, IL",61727.0,Not found,https://www.mhvillage.com/parks/107070,38.7855645,20.6174584
Ridgeview Mobile Home Park,"R.r. 2 -Il Route 51,","South Clinton, IL",61727.0,Not found,https://www.mhvillage.com/parks/107062,40.13731455,-88.97445781
South Cooksville Mobile Home Park,"Rr 1 Box 110,","Cooksville, IL",61730.0,9,https://www.mhvillage.com/parks/11063,40.54322452,-88.71640708
Charlotte's Trailer Court,"475 East Jefferson Street,","El Paso, IL",61738.0,14,https://www.mhvillage.com/parks/11649,44.3504481,-117.2610457
El Paso Mobile Home Court,"South Commercial St,","El Paso, IL",61738.0,Not found,https://www.mhvillage.com/parks/106962,32.7587351,-97.3458541
Heartland Properties MHP,"Main St And Orange St,","El Paso, IL",61738.0,Not found,https://www.mhvillage.com/parks/107232,40.7352804,-89.00765708
Kilpatrick's Mobile Home Park,"397 South Fayette Street,","El Paso, IL",61738.0,Not found,https://www.mhvillage.com/parks/11651,38.8024094,-77.0532032
Kils Mobile Home Park,"397 S Fayette,","El Paso, IL",61738.0,Not found,https://www.mhvillage.com/parks/107102,42.8433022,-91.802268
Tegard Trailer Park,"75 S Oak St,","El Paso, IL",61738.0,Not found,https://www.mhvillage.com/parks/107066,40.736403,-89.0055923
Indian Grove Estates,"700 East Locust Street,","Fairbury, IL",61739.0,22,https://www.mhvillage.com/parks/10854,43.2191706,-75.4417576
Timberline Mobile Home Park,"7 Pynes Drive,","Goodfield, IL",61742.0,103,https://www.mhvillage.com/parks/31480,40.642288,-89.255587
Yogi Bear Jellystone Campground,"Timberline Road,","Goodfield, IL",61742.0,Not found,https://www.mhvillage.com/parks/11657,-37.7535631,145.5384339
Eastern Drive Park,"Eastern Dr,","Gridley, IL",61744.0,Not found,https://www.mhvillage.com/parks/106996,49.2430964,-122.776169
Swanzy's Trailer Park,"509 South Buchanan Place,","Heyworth, IL",61745.0,16,https://www.mhvillage.com/parks/11071,46.2045541,-119.1881009
Country Lane Mobile Home Park,"425 North Rd,","Heyworth, IL",61745.0,30,https://www.mhvillage.com/parks/11069,40.3120572,-88.9818637
Coomer's Mobile Home Park,"208 E Pease St,","Heyworth, IL",61745.0,Not found,https://www.mhvillage.com/parks/107246,40.3164988,-88.975966
Highway Inn Trailer Court,"9051 Bucks Rd,","Heyworth, IL",61745.0,Not found,https://www.mhvillage.com/parks/107266,39.9238307,-121.0860888
Peterson Mh Court,"303 N Vine St,","Heyworth, IL",61745.0,Not found,https://www.mhvillage.com/parks/57860,40.3161392,-88.9800395
Marcum's Trailer Court,"208 W Vine St,","Leroy, IL",61752.0,29,https://www.mhvillage.com/parks/105360,40.34327201,-88.76351408
King City Mobile Home Park,"612 West Vine Street,","Le Roy, IL",61752.0,Not found,https://www.mhvillage.com/parks/11072,43.0540677,-87.9189792
Marcums Trailer Court,"208 West Vine Street,","Le Roy, IL",61752.0,Not found,https://www.mhvillage.com/parks/11073,43.0540413,-87.913148
Westwind Estates,"25101 South Main,","Lexington, IL",61753.0,Not found,https://www.mhvillage.com/parks/69151,40.34455675,-88.76293927
